,index,Date,State,Residents.Initiated,Month,Year,Population_Dec2021,Residents.Initiated.Rate,Prioritization?,Date_prioritized,Phase_state,Mono.Initiated.Coverage,Days,Days_since_last
58,1402,2022-03-13,Federal,124234.0,3,2022,148222.0,0.8381616764043125,,,,0.8381616764043125,406,7.0
59,1403,2022-03-20,Federal,125010.0,3,2022,148222.0,0.8433970665623187,,,,0.8433970665623187,413,7.0
60,1404,2022-03-27,Federal,125818.0,3,2022,148222.0,0.8488483490979747,,,,0.8488483490979747,420,7.0
61,1405,2022-04-03,Federal,126613.0,4,2022,148222.0,0.8542119253552104,,,,0.8542119253552104,427,7.0
62,1406,2022-04-10,Federal,127359.0,4,2022,148222.0,0.85924491640917,,,,0.85924491640917,434,7.0
63,1407,2022-04-17,Federal,128003.0,4,2022,148222.0,0.863589750509371,,,,0.863589750509371,441,7.0
64,1408,2022-04-24,Federal,128894.0,4,2022,148222.0,0.8696010038995561,,,,0.8696010038995561,448,7.0
65,1409,2022-05-01,Federal,129725.0,5,2022,148222.0,0.8752074590816478,,,,0.8752074590816478,455,7.0
66,1410,2022-05-08,Federal,130188.0,5,2022,148222.0,0.8783311519207675,,,,0.8783311519207675,462,7.0
67,1411,2022-05-15,Federal,131037.0,5,2022,148222.0,0.8840590465652872,,,,0.8840590465652872,469,7.0
68,1412,2022-05-22,Federal,131119.0,5,2022,148222.0,0.8846122707830146,,,,0.8846122707830146,476,7.0
69,1413,2022-05-29,Federal,131990.0,5,2022,148222.0,0.8904885914371685,,,,0.8904885914371685,483,7.0
70,1414,2022-06-05,Federal,132483.0,6,2022,148222.0,0.8938146833803349,,,,0.8938146833803349,490,7.0
71,1415,2022-06-12,Federal,132951.0,6,2022,148222.0,0.8969721094034624,,,,0.8969721094034624,497,7.0
72,1416,2022-06-19,Federal,133252.0,6,2022,148222.0,0.8990028470807303,,,,0.8990028470807303,504,7.0
73,1417,2022-06-26,Federal,133820.0,6,2022,148222.0,0.9028349367840132,,,,0.9028349367840132,511,7.0
74,1418,2022-07-03,Federal,134157.0,7,2022,148222.0,0.905108553386137,,,,0.905108553386137,518,7.0
75,1419,2022-07-10,Federal,134833.0,7,2022,148222.0,0.9096692798639878,,,,0.9096692798639878,525,7.0
76,1420,2022-07-17,Federal,135152.0,7,2022,148222.0,0.9118214570036837,,,,0.9118214570036837,532,7.0
77,1421,2022-07-24,Federal,135885.0,7,2022,148222.0,0.916766741779223,,,,0.916766741779223,539,7.0
78,1422,2022-07-31,Federal,136336.0,7,2022,148222.0,0.919809474976724,,,,0.919809474976724,546,7.0
79,1423,2022-08-07,Federal,136843.0,8,2022,148222.0,0.9232300198351122,,,,0.9232300198351122,553,7.0
80,1424,2022-08-14,Federal,137402.0,8,2022,148222.0,0.9270013898071812,,,,0.9270013898071812,560,7.0
81,1425,2022-08-21,Federal,137814.0,8,2022,148222.0,0.9297810041694216,,,,0.9297810041694216,567,7.0
82,1426,2022-08-28,Federal,138329.0,8,2022,148222.0,0.9332555221222221,,,,0.9332555221222221,574,7.0
83,1427,2022-09-04,Federal,138929.0,9,2022,148222.0,0.9373035042031548,,,,0.9373035042031548,581,7.0
84,1428,2022-09-11,Federal,139304.0,9,2022,148222.0,0.9398334930037376,,,,0.9398334930037376,588,7.0
85,1429,2022-09-18,Federal,140145.0,9,2022,148222.0,0.9455074145538449,,,,0.9455074145538449,595,7.0
86,1430,2022-09-25,Federal,140202.0,9,2022,148222.0,0.9458919728515335,,,,0.9458919728515335,602,7.0
87,1432,2022-10-09,Federal,141080.0,10,2022,148222.0,0.9518155199632983,,,,0.9518155199632983,616,14.0
88,1433,2022-10-16,Federal,141554.0,10,2022,148222.0,0.9550134258072351,,,,0.9550134258072351,623,7.0
89,1434,2022-10-23,Federal,141967.0,10,2022,148222.0,0.9577997868062771,,,,0.9577997868062771,630,7.0
90,1435,2022-10-30,Federal,142501.0,10,2022,148222.0,0.9614024908583071,,,,0.9614024908583071,637,7.0
91,1436,2022-11-06,Federal,143104.0,11,2022,148222.0,0.9654707128496445,,,,0.9654707128496445,644,7.0
92,1437,2022-11-13,Federal,143716.0,11,2022,148222.0,0.9695996545721958,,,,0.9695996545721958,651,7.0
93,1442,2022-12-18,Federal,145364.0,12,2022,148222.0,0.9807181120211574,,,,0.9807181120211574,686,35.0
94,1444,2023-01-01,Federal,145790.0,1,2023,148222.0,0.9835921792986196,,,,0.9835921792986196,700,14.0
95,1446,2023-01-15,Federal,146215.0,1,2023,148222.0,0.9864594999392803,,,,0.9864594999392803,714,14.0
0,1086,2021-03-07,Delaware,114.0,3,2021,4556.0,0.02502194907813872,yes,2021-04-01,1C,0.02502194907813872,0,
1,1087,2021-03-14,Delaware,114.0,3,2021,4556.0,0.02502194907813872,yes,2021-04-01,1C,0.02502194907813872,7,7.0
2,1088,2021-03-21,Delaware,210.0,3,2021,4556.0,0.046093064091308165,yes,2021-04-01,1C,0.046093064091308165,14,7.0
3,1089,2021-03-28,Delaware,649.0,3,2021,4556.0,0.14244951712028095,yes,2021-04-01,1C,0.14244951712028095,21,7.0
4,1090,2021-04-04,Delaware,1592.0,4,2021,4556.0,0.3494293239683933,yes,2021-04-01,1C,0.3494293239683933,28,7.0
5,1091,2021-04-11,Delaware,1819.0,4,2021,4556.0,0.39925373134328357,yes,2021-04-01,1C,0.39925373134328357,35,7.0
6,1092,2021-04-18,Delaware,1819.0,4,2021,4556.0,0.39925373134328357,yes,2021-04-01,1C,0.39925373134328357,42,7.0
7,1093,2021-04-25,Delaware,1981.0,4,2021,4556.0,0.434811237928007,yes,2021-04-01,1C,0.434811237928007,49,7.0
8,1094,2021-05-02,Delaware,2020.0,5,2021,4556.0,0.4433713784021071,yes,2021-04-01,1C,0.4433713784021071,56,7.0
9,1095,2021-05-09,Delaware,2020.0,5,2021,4556.0,0.4433713784021071,yes,2021-04-01,1C,0.4433713784021071,63,7.0
10,1097,2021-05-23,Delaware,2217.0,5,2021,4556.0,0.4866110623353819,yes,2021-04-01,1C,0.4866110623353819,77,14.0
11,1100,2021-06-13,Delaware,2540.0,6,2021,4556.0,0.5575065847234416,yes,2021-04-01,1C,0.5575065847234416,98,21.0
12,1101,2021-06-20,Delaware,2668.0,6,2021,4556.0,0.5856014047410009,yes,2021-04-01,1C,0.5856014047410009,105,7.0
13,1102,2021-06-27,Delaware,2668.0,6,2021,4556.0,0.5856014047410009,yes,2021-04-01,1C,0.5856014047410009,112,7.0
14,1103,2021-07-04,Delaware,2668.0,7,2021,4556.0,0.5856014047410009,yes,2021-04-01,1C,0.5856014047410009,119,7.0
15,1104,2021-07-11,Delaware,2668.0,7,2021,4556.0,0.5856014047410009,yes,2021-04-01,1C,0.5856014047410009,126,7.0
16,1105,2021-07-18,Delaware,2668.0,7,2021,4556.0,0.5856014047410009,yes,2021-04-01,1C,0.5856014047410009,133,7.0
17,1106,2021-07-25,Delaware,2668.0,7,2021,4556.0,0.5856014047410009,yes,2021-04-01,1C,0.5856014047410009,140,7.0
18,1107,2021-08-01,Delaware,2668.0,8,2021,4556.0,0.5856014047410009,yes,2021-04-01,1C,0.5856014047410009,147,7.0
19,1108,2021-08-08,Delaware,2668.0,8,2021,4556.0,0.5856014047410009,yes,2021-04-01,1C,0.5856014047410009,154,7.0
20,1109,2021-08-15,Delaware,2668.0,8,2021,4556.0,0.5856014047410009,yes,2021-04-01,1C,0.5856014047410009,161,7.0
21,1110,2021-08-22,Delaware,2881.0,8,2021,4556.0,0.6323529411764706,yes,2021-04-01,1C,0.6323529411764706,168,7.0
22,1111,2021-08-29,Delaware,2886.0,8,2021,4556.0,0.6334503950834065,yes,2021-04-01,1C,0.6334503950834065,175,7.0
23,1112,2021-09-05,Delaware,2902.0,9,2021,4556.0,0.6369622475856014,yes,2021-04-01,1C,0.6369622475856014,182,7.0
24,1113,2021-09-12,Delaware,2902.0,9,2021,4556.0,0.6369622475856014,yes,2021-04-01,1C,0.6369622475856014,189,7.0
25,1114,2021-09-19,Delaware,2887.0,9,2021,4556.0,0.6336698858647937,yes,2021-04-01,1C,,196,7.0
26,1115,2021-09-26,Delaware,2887.0,9,2021,4556.0,0.6336698858647937,yes,2021-04-01,1C,,203,7.0
27,1116,2021-10-03,Delaware,2881.0,10,2021,4556.0,0.6323529411764706,yes,2021-04-01,1C,,210,7.0
28,1117,2021-10-10,Delaware,2886.0,10,2021,4556.0,0.6334503950834065,yes,2021-04-01,1C,,217,7.0
29,1118,2021-10-17,Delaware,2890.0,10,2021,4556.0,0.6343283582089553,yes,2021-04-01,1C,,224,7.0
30,1119,2021-10-24,Delaware,2871.0,10,2021,4556.0,0.6301580333625988,yes,2021-04-01,1C,,231,7.0
31,1120,2021-10-31,Delaware,2889.0,10,2021,4556.0,0.634108867427568,yes,2021-04-01,1C,,238,7.0
32,1121,2021-11-07,Delaware,2889.0,11,2021,4556.0,0.634108867427568,yes,2021-04-01,1C,,245,7.0
33,1122,2021-11-14,Delaware,2883.0,11,2021,4556.0,0.632791922739245,yes,2021-04-01,1C,,252,7.0
34,1123,2021-11-21,Delaware,2883.0,11,2021,4556.0,0.632791922739245,yes,2021-04-01,1C,,259,7.0
35,1124,2021-11-28,Delaware,2886.0,11,2021,4556.0,0.6334503950834065,yes,2021-04-01,1C,,266,7.0
36,1125,2021-12-12,Delaware,2868.0,12,2021,4556.0,0.6294995610184372,yes,2021-04-01,1C,,280,14.0
37,1126,2021-12-19,Delaware,2868.0,12,2021,4556.0,0.6294995610184372,yes,2021-04-01,1C,,287,7.0
38,1127,2021-12-26,Delaware,2837.0,12,2021,4556.0,0.6226953467954346,yes,2021-04-01,1C,,294,7.0
39,1128,2022-01-02,Delaware,2829.0,1,2022,4556.0,0.6209394205443372,yes,2021-04-01,1C,,301,7.0
40,1129,2022-01-09,Delaware,2834.0,1,2022,4556.0,0.6220368744512731,yes,2021-04-01,1C,,308,7.0
41,1130,2022-01-16,Delaware,2833.0,1,2022,4556.0,0.6218173836698858,yes,2021-04-01,1C,,315,7.0
42,1131,2022-01-23,Delaware,2833.0,1,2022,4556.0,0.6218173836698858,yes,2021-04-01,1C,,322,7.0
43,1132,2022-01-30,Delaware,2833.0,1,2022,4556.0,0.6218173836698858,yes,2021-04-01,1C,,329,7.0
0,937,2021-02-21,Connecticut,978.0,2,2021,9531.0,0.10261252754170601,yes,,,0.10261252754170601,0,
1,938,2021-02-28,Connecticut,1500.0,2,2021,9531.0,0.15738117721120554,yes,,,0.15738117721120554,7,7.0
2,939,2021-03-07,Connecticut,2327.0,3,2021,9531.0,0.24415066624698353,yes,,,0.24415066624698353,14,7.0
3,940,2021-03-14,Connecticut,3362.0,3,2021,9531.0,0.3527436785227154,yes,,,0.3527436785227154,21,7.0
4,941,2021-03-21,Connecticut,4134.0,3,2021,9531.0,0.43374252439408245,yes,,,0.43374252439408245,28,7.0
5,942,2021-03-28,Connecticut,4134.0,3,2021,9531.0,0.43374252439408245,yes,,,0.43374252439408245,35,7.0
6,943,2021-04-04,Connecticut,4362.0,4,2021,9531.0,0.45766446333018573,yes,,,0.45766446333018573,42,7.0
7,944,2021-04-11,Connecticut,4367.0,4,2021,9531.0,0.45818906725422304,yes,,,0.45818906725422304,49,7.0
8,945,2021-04-18,Connecticut,4362.0,4,2021,9531.0,0.45766446333018573,yes,,,,56,7.0
9,946,2021-04-25,Connecticut,4386.0,4,2021,9531.0,0.460182562165565,yes,,,0.460182562165565,63,7.0
10,947,2021-05-02,Connecticut,4532.0,5,2021,9531.0,0.47550099674745566,yes,,,0.47550099674745566,70,7.0
11,948,2021-05-09,Connecticut,4600.0,5,2021,9531.0,0.4826356101143637,yes,,,0.4826356101143637,77,7.0
12,949,2021-05-16,Connecticut,4714.0,5,2021,9531.0,0.49459657958241526,yes,,,0.49459657958241526,84,7.0
13,950,2021-05-23,Connecticut,4714.0,5,2021,9531.0,0.49459657958241526,yes,,,0.49459657958241526,91,7.0
14,951,2021-05-30,Connecticut,4806.0,5,2021,9531.0,0.5042492917847026,yes,,,0.5042492917847026,98,7.0
15,952,2021-06-06,Connecticut,4817.0,6,2021,9531.0,0.5054034204175847,yes,,,0.5054034204175847,105,7.0
16,953,2021-06-13,Connecticut,4828.0,6,2021,9531.0,0.5065575490504669,yes,,,0.5065575490504669,112,7.0
17,954,2021-06-20,Connecticut,4828.0,6,2021,9531.0,0.5065575490504669,yes,,,0.5065575490504669,119,7.0
18,955,2021-06-27,Connecticut,4828.0,6,2021,9531.0,0.5065575490504669,yes,,,0.5065575490504669,126,7.0
19,956,2021-07-04,Connecticut,4828.0,7,2021,9531.0,0.5065575490504669,yes,,,0.5065575490504669,133,7.0
20,957,2021-07-11,Connecticut,4835.0,7,2021,9531.0,0.5072919945441192,yes,,,0.5072919945441192,140,7.0
21,958,2021-07-18,Connecticut,4835.0,7,2021,9531.0,0.5072919945441192,yes,,,0.5072919945441192,147,7.0
22,959,2021-07-25,Connecticut,4835.0,7,2021,9531.0,0.5072919945441192,yes,,,0.5072919945441192,154,7.0
23,960,2021-08-01,Connecticut,4843.0,8,2021,9531.0,0.5081313608225789,yes,,,0.5081313608225789,161,7.0
24,961,2021-08-08,Connecticut,4861.0,8,2021,9531.0,0.5100199349491135,yes,,,0.5100199349491135,168,7.0
25,962,2021-08-15,Connecticut,4861.0,8,2021,9531.0,0.5100199349491135,yes,,,0.5100199349491135,175,7.0
26,963,2021-08-22,Connecticut,4861.0,8,2021,9531.0,0.5100199349491135,yes,,,0.5100199349491135,182,7.0
27,964,2021-08-29,Connecticut,4861.0,8,2021,9531.0,0.5100199349491135,yes,,,0.5100199349491135,189,7.0
28,965,2021-09-05,Connecticut,4861.0,9,2021,9531.0,0.5100199349491135,yes,,,0.5100199349491135,196,7.0
29,966,2021-09-12,Connecticut,4362.0,9,2021,9531.0,0.45766446333018573,yes,,,,203,7.0
30,967,2021-09-19,Connecticut,4896.0,9,2021,9531.0,0.5136921624173749,yes,,,0.5136921624173749,210,7.0
31,968,2021-09-26,Connecticut,4899.0,9,2021,9531.0,0.5140069247717973,yes,,,0.5140069247717973,217,7.0
32,969,2021-10-03,Connecticut,4900.0,10,2021,9531.0,0.5141118455566047,yes,,,0.5141118455566047,224,7.0
33,970,2021-10-10,Connecticut,4927.0,10,2021,9531.0,0.5169447067464065,yes,,,0.5169447067464065,231,7.0
34,971,2021-10-17,Connecticut,4954.0,10,2021,9531.0,0.5197775679362082,yes,,,0.5197775679362082,238,7.0
35,972,2021-10-24,Connecticut,4968.0,10,2021,9531.0,0.5212464589235127,yes,,,0.5212464589235127,245,7.0
36,973,2021-10-31,Connecticut,4968.0,10,2021,9531.0,0.5212464589235127,yes,,,0.5212464589235127,252,7.0
37,974,2021-11-07,Connecticut,4993.0,11,2021,9531.0,0.5238694785436995,yes,,,0.5238694785436995,259,7.0
38,976,2021-11-21,Connecticut,4968.0,11,2021,9531.0,0.5212464589235127,yes,,,,273,14.0
39,977,2021-11-28,Connecticut,5008.0,11,2021,9531.0,0.5254432903158116,yes,,,0.5254432903158116,280,7.0
40,978,2021-12-05,Connecticut,5003.0,12,2021,9531.0,0.5249186863917742,yes,,,,287,7.0
41,979,2021-12-12,Connecticut,5003.0,12,2021,9531.0,0.5249186863917742,yes,,,,294,7.0
42,980,2021-12-19,Connecticut,5003.0,12,2021,9531.0,0.5249186863917742,yes,,,,301,7.0
43,981,2021-12-26,Connecticut,5003.0,12,2021,9531.0,0.5249186863917742,yes,,,,308,7.0
44,982,2022-01-02,Connecticut,5003.0,1,2022,9531.0,0.5249186863917742,yes,,,,315,7.0
45,983,2022-01-09,Connecticut,5003.0,1,2022,9531.0,0.5249186863917742,yes,,,,322,7.0
46,984,2022-01-16,Connecticut,5003.0,1,2022,9531.0,0.5249186863917742,yes,,,,329,7.0
47,985,2022-01-23,Connecticut,5003.0,1,2022,9531.0,0.5249186863917742,yes,,,,336,7.0
48,986,2022-01-30,Connecticut,5003.0,1,2022,9531.0,0.5249186863917742,yes,,,,343,7.0
49,987,2022-02-06,Connecticut,5003.0,2,2022,9531.0,0.5249186863917742,yes,,,,350,7.0
50,988,2022-02-13,Connecticut,5003.0,2,2022,9531.0,0.5249186863917742,yes,,,,357,7.0
51,989,2022-02-20,Connecticut,5003.0,2,2022,9531.0,0.5249186863917742,yes,,,,364,7.0
52,990,2022-02-27,Connecticut,5003.0,2,2022,9531.0,0.5249186863917742,yes,,,,371,7.0
53,991,2022-03-06,Connecticut,5003.0,3,2022,9531.0,0.5249186863917742,yes,,,,378,7.0
54,992,2022-03-13,Connecticut,5003.0,3,2022,9531.0,0.5249186863917742,yes,,,,385,7.0
55,993,2022-03-20,Connecticut,5003.0,3,2022,9531.0,0.5249186863917742,yes,,,,392,7.0
56,994,2022-03-27,Connecticut,5003.0,3,2022,9531.0,0.5249186863917742,yes,,,,399,7.0
57,995,2022-04-03,Connecticut,5003.0,4,2022,9531.0,0.5249186863917742,yes,,,,406,7.0
58,996,2022-04-10,Connecticut,5003.0,4,2022,9531.0,0.5249186863917742,yes,,,,413,7.0
59,997,2022-04-17,Connecticut,5003.0,4,2022,9531.0,0.5249186863917742,yes,,,,420,7.0
60,998,2022-04-24,Connecticut,5003.0,4,2022,9531.0,0.5249186863917742,yes,,,,427,7.0
61,999,2022-05-01,Connecticut,5003.0,5,2022,9531.0,0.5249186863917742,yes,,,,434,7.0
62,1000,2022-05-08,Connecticut,5003.0,5,2022,9531.0,0.5249186863917742,yes,,,,441,7.0
63,1001,2022-05-15,Connecticut,5003.0,5,2022,9531.0,0.5249186863917742,yes,,,,448,7.0
64,1002,2022-05-22,Connecticut,5003.0,5,2022,9531.0,0.5249186863917742,yes,,,,455,7.0
65,1003,2022-05-29,Connecticut,5003.0,5,2022,9531.0,0.5249186863917742,yes,,,,462,7.0
66,1004,2022-06-05,Connecticut,5003.0,6,2022,9531.0,0.5249186863917742,yes,,,,469,7.0
67,1005,2022-06-12,Connecticut,5003.0,6,2022,9531.0,0.5249186863917742,yes,,,,476,7.0
68,1006,2022-06-19,Connecticut,5003.0,6,2022,9531.0,0.5249186863917742,yes,,,,483,7.0
69,1007,2022-06-26,Connecticut,5003.0,6,2022,9531.0,0.5249186863917742,yes,,,,490,7.0
70,1008,2022-07-03,Connecticut,5003.0,7,2022,9531.0,0.5249186863917742,yes,,,,497,7.0
71,1009,2022-07-10,Connecticut,5003.0,7,2022,9531.0,0.5249186863917742,yes,,,,504,7.0
72,1010,2022-07-17,Connecticut,5003.0,7,2022,9531.0,0.5249186863917742,yes,,,,511,7.0
73,1011,2022-07-24,Connecticut,5003.0,7,2022,9531.0,0.5249186863917742,yes,,,,518,7.0
74,1012,2022-07-31,Connecticut,5003.0,7,2022,9531.0,0.5249186863917742,yes,,,,525,7.0
75,1013,2022-08-07,Connecticut,5003.0,8,2022,9531.0,0.5249186863917742,yes,,,,532,7.0
76,1014,2022-08-14,Connecticut,5003.0,8,2022,9531.0,0.5249186863917742,yes,,,,539,7.0
77,1015,2022-08-21,Connecticut,5003.0,8,2022,9531.0,0.5249186863917742,yes,,,,546,7.0
78,1016,2022-08-28,Connecticut,5003.0,8,2022,9531.0,0.5249186863917742,yes,,,,553,7.0
79,1017,2022-09-04,Connecticut,5003.0,9,2022,9531.0,0.5249186863917742,yes,,,,560,7.0
80,1018,2022-09-11,Connecticut,5003.0,9,2022,9531.0,0.5249186863917742,yes,,,,567,7.0
81,1019,2022-09-18,Connecticut,5003.0,9,2022,9531.0,0.5249186863917742,yes,,,,574,7.0
82,1020,2022-09-25,Connecticut,5003.0,9,2022,9531.0,0.5249186863917742,yes,,,,581,7.0
83,1021,2022-10-02,Connecticut,5003.0,10,2022,9531.0,0.5249186863917742,yes,,,,588,7.0
84,1022,2022-10-09,Connecticut,5003.0,10,2022,9531.0,0.5249186863917742,yes,,,,595,7.0
85,1023,2022-10-16,Connecticut,5003.0,10,2022,9531.0,0.5249186863917742,yes,,,,602,7.0
86,1024,2022-10-23,Connecticut,5003.0,10,2022,9531.0,0.5249186863917742,yes,,,,609,7.0
87,1025,2022-10-30,Connecticut,5003.0,10,2022,9531.0,0.5249186863917742,yes,,,,616,7.0
88,1026,2022-11-06,Connecticut,5003.0,11,2022,9531.0,0.5249186863917742,yes,,,,623,7.0
89,1027,2022-11-13,Connecticut,5003.0,11,2022,9531.0,0.5249186863917742,yes,,,,630,7.0
90,1028,2022-11-20,Connecticut,5003.0,11,2022,9531.0,0.5249186863917742,yes,,,,637,7.0
91,1029,2022-11-27,Connecticut,5003.0,11,2022,9531.0,0.5249186863917742,yes,,,,644,7.0
92,1030,2022-12-04,Connecticut,5003.0,12,2022,9531.0,0.5249186863917742,yes,,,,651,7.0
93,1031,2022-12-11,Connecticut,5003.0,12,2022,9531.0,0.5249186863917742,yes,,,,658,7.0
94,1032,2022-12-18,Connecticut,5003.0,12,2022,9531.0,0.5249186863917742,yes,,,,665,7.0
95,1033,2023-01-01,Connecticut,5003.0,1,2023,9531.0,0.5249186863917742,yes,,,,679,14.0
96,1034,2023-01-08,Connecticut,5003.0,1,2023,9531.0,0.5249186863917742,yes,,,,686,7.0
97,1035,2023-01-15,Connecticut,5003.0,1,2023,9531.0,0.5249186863917742,yes,,,,693,7.0
0,788,2021-02-07,Colorado,469.0,2,2021,14271.0,0.03286384976525822,no,,,0.03286384976525822,0,
1,789,2021-02-14,Colorado,605.0,2,2021,14271.0,0.042393665475439705,no,,,0.042393665475439705,7,7.0
2,790,2021-02-21,Colorado,641.0,2,2021,14271.0,0.044916263751664215,no,,,0.044916263751664215,14,7.0
3,791,2021-02-28,Colorado,664.0,2,2021,14271.0,0.04652792376147432,no,,,0.04652792376147432,21,7.0
4,792,2021-03-07,Colorado,1882.0,3,2021,14271.0,0.1318758321070703,no,,,0.1318758321070703,28,7.0
5,793,2021-03-14,Colorado,3172.0,3,2021,14271.0,0.22226893700511527,no,,,0.22226893700511527,35,7.0
6,794,2021-03-21,Colorado,4720.0,3,2021,14271.0,0.33074066288276927,no,,,0.33074066288276927,42,7.0
7,795,2021-03-28,Colorado,6485.0,3,2021,14271.0,0.4544180505921099,no,,,0.4544180505921099,49,7.0
8,796,2021-04-04,Colorado,8159.0,4,2021,14271.0,0.5717188704365497,no,,,0.5717188704365497,56,7.0
9,797,2021-04-11,Colorado,9390.0,4,2021,14271.0,0.65797771704856,no,,,0.65797771704856,63,7.0
10,798,2021-04-18,Colorado,9542.0,4,2021,14271.0,0.6686286875481746,no,,,0.6686286875481746,70,7.0
11,799,2021-04-25,Colorado,9703.0,4,2021,14271.0,0.6799103076168453,no,,,0.6799103076168453,77,7.0
12,800,2021-05-02,Colorado,9774.0,5,2021,14271.0,0.6848854319949548,no,,,0.6848854319949548,84,7.0
13,801,2021-05-09,Colorado,9877.0,5,2021,14271.0,0.6921028659519305,no,,,0.6921028659519305,91,7.0
14,802,2021-05-16,Colorado,10113.0,5,2021,14271.0,0.708639899096069,no,,,0.708639899096069,98,7.0
15,803,2021-05-23,Colorado,10219.0,5,2021,14271.0,0.7160675495760633,no,,,0.7160675495760633,105,7.0
16,804,2021-05-30,Colorado,10335.0,5,2021,14271.0,0.7241959217994535,no,,,0.7241959217994535,112,7.0
17,805,2021-06-06,Colorado,10455.0,6,2021,14271.0,0.7326045827202018,no,,,0.7326045827202018,119,7.0
18,806,2021-06-13,Colorado,10541.0,6,2021,14271.0,0.7386307897134048,no,,,0.7386307897134048,126,7.0
19,807,2021-06-20,Colorado,10661.0,6,2021,14271.0,0.7470394506341532,no,,,0.7470394506341532,133,7.0
20,808,2021-06-27,Colorado,10801.0,6,2021,14271.0,0.7568495550416929,no,,,0.7568495550416929,140,7.0
21,809,2021-07-04,Colorado,10813.0,7,2021,14271.0,0.7576904211337678,no,,,0.7576904211337678,147,7.0
22,810,2021-07-11,Colorado,11016.0,7,2021,14271.0,0.7719150725247005,no,,,0.7719150725247005,154,7.0
23,811,2021-07-18,Colorado,11126.0,7,2021,14271.0,0.7796230117020531,no,,,0.7796230117020531,161,7.0
24,812,2021-07-25,Colorado,11221.0,7,2021,14271.0,0.7862798682643123,no,,,0.7862798682643123,168,7.0
25,813,2021-08-01,Colorado,11304.0,8,2021,14271.0,0.7920958587344965,no,,,0.7920958587344965,175,7.0
26,814,2021-08-08,Colorado,11408.0,8,2021,14271.0,0.7993833648658117,no,,,0.7993833648658117,182,7.0
27,815,2021-08-15,Colorado,11523.0,8,2021,14271.0,0.8074416649148624,no,,,0.8074416649148624,189,7.0
28,816,2021-08-22,Colorado,11585.0,8,2021,14271.0,0.8117861397239157,no,,,0.8117861397239157,196,7.0
29,817,2021-08-29,Colorado,11696.0,8,2021,14271.0,0.8195641510756079,no,,,0.8195641510756079,203,7.0
30,818,2021-09-05,Colorado,11696.0,9,2021,14271.0,0.8195641510756079,no,,,0.8195641510756079,210,7.0
31,819,2021-09-12,Colorado,11876.0,9,2021,14271.0,0.8321771424567305,no,,,0.8321771424567305,217,7.0
32,820,2021-09-19,Colorado,11958.0,9,2021,14271.0,0.8379230607525752,no,,,0.8379230607525752,224,7.0
33,821,2021-09-26,Colorado,12007.0,9,2021,14271.0,0.8413565972952141,no,,,0.8413565972952141,231,7.0
34,822,2021-10-03,Colorado,12075.0,10,2021,14271.0,0.8461215051503048,no,,,0.8461215051503048,238,7.0
35,823,2021-10-10,Colorado,12075.0,10,2021,14271.0,0.8461215051503048,no,,,0.8461215051503048,245,7.0
36,824,2021-10-17,Colorado,12178.0,10,2021,14271.0,0.8533389391072805,no,,,0.8533389391072805,252,7.0
37,825,2021-10-24,Colorado,12211.0,10,2021,14271.0,0.8556513208604863,no,,,0.8556513208604863,259,7.0
38,826,2021-10-31,Colorado,12211.0,10,2021,14271.0,0.8556513208604863,no,,,0.8556513208604863,266,7.0
39,827,2021-11-07,Colorado,12293.0,11,2021,14271.0,0.861397239156331,no,,,0.861397239156331,273,7.0
40,828,2021-11-14,Colorado,12293.0,11,2021,14271.0,0.861397239156331,no,,,0.861397239156331,280,7.0
41,829,2021-11-21,Colorado,12304.0,11,2021,14271.0,0.8621680330740663,no,,,0.8621680330740663,287,7.0
42,830,2021-11-28,Colorado,12375.0,11,2021,14271.0,0.8671431574521757,no,,,0.8671431574521757,294,7.0
43,831,2021-12-05,Colorado,12414.0,12,2021,14271.0,0.869875972251419,no,,,0.869875972251419,301,7.0
44,832,2021-12-12,Colorado,12464.0,12,2021,14271.0,0.8733795809683974,no,,,0.8733795809683974,308,7.0
45,833,2021-12-19,Colorado,12492.0,12,2021,14271.0,0.8753416018499054,no,,,0.8753416018499054,315,7.0
46,834,2021-12-26,Colorado,12492.0,12,2021,14271.0,0.8753416018499054,no,,,0.8753416018499054,322,7.0
47,835,2022-01-02,Colorado,12508.0,1,2022,14271.0,0.8764627566393385,no,,,0.8764627566393385,329,7.0
48,837,2022-01-16,Colorado,12546.0,1,2022,14271.0,0.8791254992642422,no,,,0.8791254992642422,343,14.0
49,838,2022-01-23,Colorado,12558.0,1,2022,14271.0,0.879966365356317,no,,,0.879966365356317,350,7.0
50,839,2022-01-30,Colorado,12609.0,1,2022,14271.0,0.883540046247635,no,,,0.883540046247635,357,7.0
51,840,2022-02-06,Colorado,12609.0,2,2022,14271.0,0.883540046247635,no,,,0.883540046247635,364,7.0
52,841,2022-02-13,Colorado,12649.0,2,2022,14271.0,0.8863429332212178,no,,,0.8863429332212178,371,7.0
53,842,2022-02-20,Colorado,12649.0,2,2022,14271.0,0.8863429332212178,no,,,0.8863429332212178,378,7.0
54,843,2022-02-27,Colorado,12726.0,2,2022,14271.0,0.8917384906453647,no,,,0.8917384906453647,385,7.0
55,844,2022-03-06,Colorado,12726.0,3,2022,14271.0,0.8917384906453647,no,,,0.8917384906453647,392,7.0
